ID,logID,byWho,comment,commentDate,deleted,response,responseDate
206,293,ali.bb,This was not aligned between FC and TSM.,6/10/2012,0,,
207,269,saadeldin.km,Install fendors infront of each upright rack,6/11/2012,0,,
208,294,abouzyed.ms,please identify the exact location of the curtain,6/11/2012,0,,
209,294,abouzyed.ms,please identify the material of the curtain,6/11/2012,0,,
210,282,saadeldin.km,Ensure there is a handrail on the millhouse,6/11/2012,0,done,7/28/2012
211,285,saadeldin.km,Change not clear,6/11/2012,0,,
212,287,saadeldin.km,Not accepted to use ozonated water with FP,6/11/2012,-1,,
213,291,saadeldin.km,Please send me the catalogue first,6/11/2012,0,,
214,296,abouzyed.ms,what is the material of booths,6/11/2012,0,,
215,296,abouzyed.ms,please provid photo ot layout for what will be to get the correct input.,6/11/2012,0,,
216,284,ali.bb,Please Contact Me for more info concerning the scope,6/11/2012,0,,
217,281,elhadidi.my,Please provide drawing as the fan locaions will be blocked by the new building in 6 months,6/11/2012,0,,
218,293,elhadidi.my,Please provide layout to check it with site master plan,6/11/2012,0,,
219,294,osman.mm,Islam,please we need to set to discuss this changes and check if this match with the QA requirements or not as we need to extend the shed area itself for 3 m or store the material inside the shed with this curtain,6/11/2012,-1,,
220,293,elsayed.a.1,you must share that with the Baby Care ODM,6/12/2012,-1,,
221,293,elsayed.a.1,share the area place with the baby care ODM and add the lay out,6/12/2012,0,,
222,296,abdelazez.n,please provaid the lay out ,6/12/2012,0,,
223,284,abdelazez.n,please provid mor information ,6/12/2012,0,,
224,299,saadeldin.km,send pictures,6/13/2012,0,,
225,258,shaker.mm,Please share the updated layouts and comments that are taken during the reviews,6/13/2012,0,,
226,300,shaker.mm,please share the updated electrocutes distribtion map including the new additional electrocutes,6/13/2012,0,,
227,159,osman.mm,1.Issuing validation protocol for the transferring the current conveyor to another place .2-Issuing validation protocol for installing new sulphate conveyor.3.Add the validation protocols to the MSG validation master plan.4.Avoid any hard to reach areas for cleaning and maintenance.5.Apply all building cleaning design and the finishing to be revised with QA before execution.6.Maintain the floor after the construction.7.Roof ceiling should not be affected by the pipes transferring. 8.The shed will installed  should be totally cover the material big bags from each side to avoid any subject to the sun and rains.9.Physical separation between the deferent BB.10.Check the roof ceiling in all area affected with the construction and conduct water test for the roof to identify any hole or leaking joints.11.	Leaking test should be documented.12.Isolation of the construction area away from the operation areas to avoid any contamination for the material.,6/13/2012,0,,
228,284,abouzyed.ms,please provide a photo to get the right input,6/13/2012,0,,
229,293,ali.bb,Please get the approval from the Baby care org before proceeding. This should be aligned with Ibrahim abdelmegid.,6/15/2012,0,,
230,257,ali.bb,Will there be any change in the structural elements?,6/17/2012,0,,
231,284,abouzyed.ms,there is no sufficient information about the change,6/19/2012,0,,
232,255,elsisy.aa,the chang is done and the recommendations still not done (19,6, 2012),6/20/2012,0,,
233,245,elsisy.aa,the updated P&ID is not provided, yet (19,6,2012),6/20/2012,0,,
234,275,mahmoud.a,i need as built,6/20/2012,0,,
235,179,abdelmaksoud.mh,I didn't the required documents yet.,6/20/2012,0,,
236,246,osman.mm,This CMR will issued on the new system as the first CMR was on the old system and the team have not hard copy from the old one so, this requets is done to document the QA requirments,6/21/2012,0,,
237,258,hassan.hy,Follow the clean and sanitary design ,6/21/2012,0,,
238,258,shaker.mm,as per the last update of Amin oxide system CBA, we need equipment called boroscope to check the residue cleaning. And arrange for the supplier who will do the test,6/21/2012,0,,
239,258,shaker.mm,All equipment, utilities and facilities should meet P&G CLEAN DESIGN STANDARDS requirements last update and as per last updated reviews for layouts,6/21/2012,0,,
240,315,elsisy.aa,I need to get the attached recommendation before start this change.,6/24/2012,0,,
241,258,osman.mm,in addition to the below requirments , before SOS the C&Q report should be issued and approved. So please communicate to SNO Initiative.,6/24/2012,0,,
242,275,salem.rs,Change still not done,6/24/2012,0,,
243,313,abdelazez.n,whats the equipment ,6/25/2012,0,Starch system Equipment,7/28/2012
244,259,elhadidi.my,Please upload photo of the location after implementing the change,6/26/2012,0,,
245,320,elsisy.aa,1- update the P&ID # XNOLTC 604/1 with the change and attach it. 2- Pump data sheet / Relief valve dimensions are required to be attached.,6/26/2012,0,,
246,321,shaker.mm,Make sure that the new barrel is clean to avoid contamination with another material (it should be from the same material). aviod contamination during transfering the material, you should not do it in the street to avoid dust contamination, Lab testing for this barrel should be OK.,6/27/2012,0,,
247,255,abdelazez.n,the EC recommendation not done,7/2/2012,0,,
248,297,mahmoud.a,Mohamed Please send me the required items to close the CMR ,7/2/2012,0,,
249,262,mahmoud.a,Please send me the required items to close the CMR ,7/2/2012,0,,
250,304,mahmoud.a,Mohamed Please send me the required items to close the CMR ,7/2/2012,0,,
251,301,mahmoud.a,Please send me the required items to close the CMR ,7/2/2012,0,,
252,275,mahmoud.a,Please send me the required items to close the CMR ,7/2/2012,0,,
253,220,mahmoud.a,Please send me the required items to close the CMR ,7/2/2012,0,,
254,160,mahmoud.a,Please send me the required items to close the CMR ,7/2/2012,-1,I have finished all items required, only one thing left to be done this sunday, which is the load test on the Hoist and crane ,7/5/2012
255,274,osman.mm,As we faced many issues regarding the empty bags and wieght issue i see that this change raise risk for this legal item ( weight,7/2/2012,0,,
256,331,saadeldin.km,This change management must be done on FC dept not Facilities and logistics,7/3/2012,0,,
257,324,saadeldin.km,Change Not Clear,7/3/2012,0,,
258,327,elhadidi.my,Please upload drawings for the change (for structural integrity),7/6/2012,0,,
259,266,mahmoud.a,i need the asbuilt,7/4/2012,0,,
260,313,mahmoud.a,i need the as built,7/4/2012,-1,this for the Crane, does not need As Built,7/30/2012
261,306,mahmoud.a,i need the as built,7/4/2012,0,,
262,305,mahmoud.a,i need the as built,7/4/2012,0,,
263,329,osman.mm,Please specify the location exactly and contact Mohamed AbdelKhalek PCC QA Leader to get the input (Phone # 01220638114),7/5/2012,0,,
264,297,yasser.m,completed time ago,7/5/2012,0,,
265,326,yasser.m,Need more clarification on is the fan will suck air form outside to inside millhouse or oposite,7/5/2012,0,,
266,160,abdelmaksoud.mh,I didn't receive a structure study confirming the new loads,7/5/2012,-1,,
267,266,abdelkhalek.ma,still the drain not installed in the area,7/5/2012,0,,
268,306,abdelkhalek.ma,still the gibson board above the amulgamator line 3 not closed ,7/5/2012,0,,
269,305,abdelkhalek.ma,alot of gap in the cover of conveyor need to be closed urgently ,7/5/2012,0,,
270,266,elhadidi.my,Please send me the structural calculations for the additional beam to support the crane,7/6/2012,0,,
271,318,elhadidi.my,Please provide design drawings,7/6/2012,0,,
272,295,mahmoud.a,i need the item required ,7/6/2012,0,,
273,160,mahmoud.a,i need the as built,7/8/2012,-1,,
274,334,mousa.ae,Buggy was isolated and grounded and sent to landfill by supplier. please complete review so that i can closeout this change request,7/9/2012,0,,
275,329,abdelmegid.i,Don't put mesh fence just identify the storage period and put just yallow line , then remove the equipment on time ,7/9/2012,0,,
276,266,abdelkhalek.ma,all area false ceiling not completed also insectcutter not installed also the gap around the beam ,7/10/2012,0,,
277,266,abdelkhalek.ma,air condition not installed and IQOQ not approved yet,7/10/2012,0,,
278,337,elsayed.a.1,IF it`s not contain AGM it`s ok,7/10/2012,0,,
279,266,abdelkhalek.ma,still now i have some items not completed ,7/11/2012,0,,
280,150,moghazy.k,done,7/11/2012,0,,
281,312,abdelkhalek.ma,the area not clean,7/12/2012,0,Done,7/28/2012
282,103,abdelkhalek.ma,still the side of lithograph behind the barsoap not isolated ,7/12/2012,0,,
283,151,abdelkhalek.ma,i complete my part while the mail still send to me,7/12/2012,0,,
284,266,abdelkhalek.ma,not complete the items needed,7/15/2012,0,,
285,312,abdelkhalek.ma,the area not clean,7/15/2012,0,done,7/28/2012
286,266,abdelkhalek.ma,still not complete the items needed,7/15/2012,0,,
287,317,elsisy.aa,Please be specified with the storage quantity of the material. Also but layout or scatch to clearify.,7/15/2012,0,,
288,347,ali.bb,We need to review the structural design together with the designer for final SI clearence.,7/16/2012,0,,
289,345,ali.bb,Structure design for the tent should be reviewed before starting the erection works,7/16/2012,0,,
290,336,elsisy.aa,Is this material new ? please give me the recommendations below before start the change.,7/17/2012,0,,
291,347,elsisy.aa,I need to get updated process study #XNOLTC 612 before start constraction. the resone that some recommendation comes from the PSS need to provied before or during constraction.,7/17/2012,0,,
292,317,elhadidi.my,Please upload a drawing/sketch for the extension,7/18/2012,0,,
293,226,mahmoud.a,i need the as built drawing,7/18/2012,0,,
294,312,mahmoud.a,i need the items required ,7/18/2012,0,this does not need as built,7/28/2012
